id,match_id,match_round,treated_k,control_usage_count,pair_weight,bucket_num_input_patients,bucket_seconds
NSW184,PSID5,1,3,4,0.08333333333333333,41,0.0038851250428706408
NSW184,PSID6,2,3,5,0.06666666666666667,41,0.0038851250428706408
NSW184,PSID27,3,3,5,0.06666666666666667,41,0.0038851250428706408
NSW181,PSID59,1,3,2,0.16666666666666666,41,0.0038851250428706408
NSW181,PSID41,2,3,3,0.1111111111111111,41,0.0038851250428706408
NSW181,PSID46,3,3,2,0.16666666666666666,41,0.0038851250428706408
NSW182,PSID3,1,3,1,0.3333333333333333,41,0.0038851250428706408
NSW182,PSID23,2,3,1,0.3333333333333333,41,0.0038851250428706408
NSW182,PSID41,3,3,3,0.1111111111111111,41,0.0038851250428706408
NSW183,PSID6,1,3,5,0.06666666666666667,41,0.0038851250428706408
NSW183,PSID5,2,3,4,0.08333333333333333,41,0.0038851250428706408
NSW183,PSID27,3,3,5,0.06666666666666667,41,0.0038851250428706408
NSW175,PSID27,1,3,5,0.06666666666666667,41,0.0038851250428706408
NSW175,PSID6,2,3,5,0.06666666666666667,41,0.0038851250428706408
NSW175,PSID5,3,3,4,0.08333333333333333,41,0.0038851250428706408
NSW185,PSID5,1,3,4,0.08333333333333333,41,0.0038851250428706408
NSW185,PSID6,2,3,5,0.06666666666666667,41,0.0038851250428706408
NSW185,PSID27,3,3,5,0.06666666666666667,41,0.0038851250428706408
NSW172,PSID41,1,3,3,0.1111111111111111,41,0.0038851250428706408
NSW172,PSID46,2,3,2,0.16666666666666666,41,0.0038851250428706408
NSW172,PSID59,3,3,2,0.16666666666666666,41,0.0038851250428706408
NSW163,PSID27,1,3,5,0.06666666666666667,41,0.0038851250428706408
NSW163,PSID300,2,3,1,0.3333333333333333,41,0.0038851250428706408
NSW163,PSID6,3,3,5,0.06666666666666667,41,0.0038851250428706408
NSW129,PSID76,1,3,1,0.3333333333333333,16,0.0021707919659093022
NSW129,PSID31,2,3,1,0.3333333333333333,16,0.0021707919659093022
NSW129,PSID82,3,3,3,0.1111111111111111,16,0.0021707919659093022
NSW177,PSID95,1,3,1,0.3333333333333333,16,0.0021707919659093022
NSW177,PSID82,2,3,3,0.1111111111111111,16,0.0021707919659093022
NSW177,PSID160,3,3,1,0.3333333333333333,16,0.0021707919659093022
NSW167,PSID114,1,3,1,0.3333333333333333,16,0.0021707919659093022
NSW167,PSID305,2,3,1,0.3333333333333333,16,0.0021707919659093022
NSW167,PSID82,3,3,3,0.1111111111111111,16,0.0021707919659093022
NSW156,PSID99,1,3,3,0.1111111111111111,7,0.0019787499913945794
NSW156,PSID69,2,3,3,0.1111111111111111,7,0.0019787499913945794
NSW156,PSID217,3,3,3,0.1111111111111111,7,0.0019787499913945794
NSW152,PSID99,1,3,3,0.1111111111111111,7,0.0019787499913945794
NSW152,PSID217,2,3,3,0.1111111111111111,7,0.0019787499913945794
NSW152,PSID69,3,3,3,0.1111111111111111,7,0.0019787499913945794
NSW142,PSID99,1,3,3,0.1111111111111111,7,0.0019787499913945794
NSW142,PSID217,2,3,3,0.1111111111111111,7,0.0019787499913945794
NSW142,PSID69,3,3,3,0.1111111111111111,7,0.0019787499913945794
NSW173,PSID66,1,3,2,0.16666666666666666,57,0.0020918750669807196
NSW173,PSID17,2,3,2,0.16666666666666666,57,0.0020918750669807196
NSW173,PSID161,3,3,2,0.16666666666666666,57,0.0020918750669807196
NSW134,PSID93,1,3,1,0.3333333333333333,57,0.0020918750669807196
NSW134,PSID94,2,3,1,0.3333333333333333,57,0.0020918750669807196
NSW134,PSID132,3,3,1,0.3333333333333333,57,0.0020918750669807196
NSW180,PSID66,1,3,2,0.16666666666666666,57,0.0020918750669807196
NSW180,PSID17,2,3,2,0.16666666666666666,57,0.0020918750669807196
NSW180,PSID161,3,3,2,0.16666666666666666,57,0.0020918750669807196
NSW58,PSID354,1,3,4,0.08333333333333333,188,0.011603750055655837
NSW58,PSID420,2,3,1,0.3333333333333333,188,0.011603750055655837
NSW58,PSID428,3,3,4,0.08333333333333333,188,0.011603750055655837
NSW158,PSID110,1,3,7,0.047619047619047616,188,0.011603750055655837
NSW158,PSID159,2,3,8,0.041666666666666664,188,0.011603750055655837
NSW158,PSID91,3,3,1,0.3333333333333333,188,0.011603750055655837
NSW154,PSID110,1,3,7,0.047619047619047616,188,0.011603750055655837
NSW154,PSID159,2,3,8,0.041666666666666664,188,0.011603750055655837
NSW154,PSID412,3,3,7,0.047619047619047616,188,0.011603750055655837
NSW170,PSID134,1,3,16,0.020833333333333332,188,0.011603750055655837
NSW170,PSID140,2,3,19,0.017543859649122806,188,0.011603750055655837
NSW170,PSID157,3,3,15,0.022222222222222223,188,0.011603750055655837
NSW155,PSID238,1,3,3,0.1111111111111111,188,0.011603750055655837
NSW155,PSID428,2,3,4,0.08333333333333333,188,0.011603750055655837
NSW155,PSID354,3,3,4,0.08333333333333333,188,0.011603750055655837
NSW176,PSID140,1,3,19,0.017543859649122806,188,0.011603750055655837
NSW176,PSID134,2,3,16,0.020833333333333332,188,0.011603750055655837
NSW176,PSID157,3,3,15,0.022222222222222223,188,0.011603750055655837
NSW178,PSID140,1,3,19,0.017543859649122806,188,0.011603750055655837
NSW178,PSID134,2,3,16,0.020833333333333332,188,0.011603750055655837
NSW178,PSID226,3,3,16,0.020833333333333332,188,0.011603750055655837
NSW83,PSID361,1,3,3,0.1111111111111111,188,0.011603750055655837
NSW83,PSID410,2,3,2,0.16666666666666666,188,0.011603750055655837
NSW83,PSID242,3,3,2,0.16666666666666666,188,0.011603750055655837
NSW157,PSID140,1,3,19,0.017543859649122806,188,0.011603750055655837
NSW157,PSID157,2,3,15,0.022222222222222223,188,0.011603750055655837
NSW157,PSID134,3,3,16,0.020833333333333332,188,0.011603750055655837
NSW148,PSID140,1,3,19,0.017543859649122806,188,0.011603750055655837
NSW148,PSID134,2,3,16,0.020833333333333332,188,0.011603750055655837
NSW148,PSID226,3,3,16,0.020833333333333332,188,0.011603750055655837
NSW147,PSID140,1,3,19,0.017543859649122806,188,0.011603750055655837
NSW147,PSID157,2,3,15,0.022222222222222223,188,0.011603750055655837
NSW147,PSID134,3,3,16,0.020833333333333332,188,0.011603750055655837
NSW144,PSID326,1,3,9,0.037037037037037035,188,0.011603750055655837
NSW144,PSID400,2,3,15,0.022222222222222223,188,0.011603750055655837
NSW144,PSID226,3,3,16,0.020833333333333332,188,0.011603750055655837
NSW39,PSID238,1,3,3,0.1111111111111111,188,0.011603750055655837
NSW39,PSID354,2,3,4,0.08333333333333333,188,0.011603750055655837
NSW39,PSID428,3,3,4,0.08333333333333333,188,0.011603750055655837
NSW32,PSID419,1,3,1,0.3333333333333333,188,0.011603750055655837
NSW32,PSID387,2,3,1,0.3333333333333333,188,0.011603750055655837
NSW32,PSID356,3,3,2,0.16666666666666666,188,0.011603750055655837
NSW151,PSID140,1,3,19,0.017543859649122806,188,0.011603750055655837
NSW151,PSID226,2,3,16,0.020833333333333332,188,0.011603750055655837
NSW151,PSID157,3,3,15,0.022222222222222223,188,0.011603750055655837
NSW161,PSID140,1,3,19,0.017543859649122806,188,0.011603750055655837
NSW161,PSID157,2,3,15,0.022222222222222223,188,0.011603750055655837
NSW161,PSID134,3,3,16,0.020833333333333332,188,0.011603750055655837
NSW98,PSID412,1,3,7,0.047619047619047616,188,0.011603750055655837
NSW98,PSID159,2,3,8,0.041666666666666664,188,0.011603750055655837
NSW98,PSID110,3,3,7,0.047619047619047616,188,0.011603750055655837
NSW72,PSID412,1,3,7,0.047619047619047616,188,0.011603750055655837
NSW72,PSID159,2,3,8,0.041666666666666664,188,0.011603750055655837
NSW72,PSID395,3,3,1,0.3333333333333333,188,0.011603750055655837
NSW139,PSID159,1,3,8,0.041666666666666664,188,0.011603750055655837
NSW139,PSID110,2,3,7,0.047619047619047616,188,0.011603750055655837
NSW139,PSID412,3,3,7,0.047619047619047616,188,0.011603750055655837
NSW65,PSID400,1,3,15,0.022222222222222223,188,0.011603750055655837
NSW65,PSID228,2,3,3,0.1111111111111111,188,0.011603750055655837
NSW65,PSID356,3,3,2,0.16666666666666666,188,0.011603750055655837
NSW166,PSID89,1,3,1,0.3333333333333333,188,0.011603750055655837
NSW166,PSID127,2,3,2,0.16666666666666666,188,0.011603750055655837
NSW166,PSID86,3,3,1,0.3333333333333333,188,0.011603750055655837
NSW36,PSID412,1,3,7,0.047619047619047616,188,0.011603750055655837
NSW36,PSID159,2,3,8,0.041666666666666664,188,0.011603750055655837
NSW36,PSID110,3,3,7,0.047619047619047616,188,0.011603750055655837
NSW22,PSID410,1,3,2,0.16666666666666666,188,0.011603750055655837
NSW22,PSID361,2,3,3,0.1111111111111111,188,0.011603750055655837
NSW22,PSID242,3,3,2,0.16666666666666666,188,0.011603750055655837
NSW69,PSID354,1,3,4,0.08333333333333333,188,0.011603750055655837
NSW69,PSID428,2,3,4,0.08333333333333333,188,0.011603750055655837
NSW69,PSID238,3,3,3,0.1111111111111111,188,0.011603750055655837
NSW153,PSID140,1,3,19,0.017543859649122806,188,0.011603750055655837
NSW153,PSID157,2,3,15,0.022222222222222223,188,0.011603750055655837
NSW153,PSID134,3,3,16,0.020833333333333332,188,0.011603750055655837
NSW136,PSID226,1,3,16,0.020833333333333332,188,0.011603750055655837
NSW136,PSID400,2,3,15,0.022222222222222223,188,0.011603750055655837
NSW136,PSID140,3,3,19,0.017543859649122806,188,0.011603750055655837
NSW162,PSID96,1,3,2,0.16666666666666666,188,0.011603750055655837
NSW162,PSID326,2,3,9,0.037037037037037035,188,0.011603750055655837
NSW162,PSID333,3,3,6,0.05555555555555555,188,0.011603750055655837
NSW150,PSID134,1,3,16,0.020833333333333332,188,0.011603750055655837
NSW150,PSID140,2,3,19,0.017543859649122806,188,0.011603750055655837
NSW150,PSID157,3,3,15,0.022222222222222223,188,0.011603750055655837
NSW160,PSID140,1,3,19,0.017543859649122806,188,0.011603750055655837
NSW160,PSID157,2,3,15,0.022222222222222223,188,0.011603750055655837
NSW160,PSID134,3,3,16,0.020833333333333332,188,0.011603750055655837
NSW168,PSID96,1,3,2,0.16666666666666666,188,0.011603750055655837
NSW168,PSID134,2,3,16,0.020833333333333332,188,0.011603750055655837
NSW168,PSID140,3,3,19,0.017543859649122806,188,0.011603750055655837
NSW179,PSID72,1,3,1,0.3333333333333333,188,0.011603750055655837
NSW179,PSID88,2,3,1,0.3333333333333333,188,0.011603750055655837
NSW179,PSID103,3,3,1,0.3333333333333333,188,0.011603750055655837
NSW85,PSID400,1,3,15,0.022222222222222223,188,0.011603750055655837
NSW85,PSID226,2,3,16,0.020833333333333332,188,0.011603750055655837
NSW85,PSID333,3,3,6,0.05555555555555555,188,0.011603750055655837
NSW23,PSID224,1,3,1,0.3333333333333333,188,0.011603750055655837
NSW23,PSID272,2,3,1,0.3333333333333333,188,0.011603750055655837
NSW23,PSID323,3,3,1,0.3333333333333333,188,0.011603750055655837
NSW95,PSID226,1,3,16,0.020833333333333332,188,0.011603750055655837
NSW95,PSID400,2,3,15,0.022222222222222223,188,0.011603750055655837
NSW95,PSID326,3,3,9,0.037037037037037035,188,0.011603750055655837
NSW57,PSID400,1,3,15,0.022222222222222223,188,0.011603750055655837
NSW57,PSID226,2,3,16,0.020833333333333332,188,0.011603750055655837
NSW57,PSID326,3,3,9,0.037037037037037035,188,0.011603750055655837
NSW5,PSID400,1,3,15,0.022222222222222223,188,0.011603750055655837
NSW5,PSID226,2,3,16,0.020833333333333332,188,0.011603750055655837
NSW5,PSID326,3,3,9,0.037037037037037035,188,0.011603750055655837
NSW106,PSID400,1,3,15,0.022222222222222223,188,0.011603750055655837
NSW106,PSID226,2,3,16,0.020833333333333332,188,0.011603750055655837
NSW106,PSID326,3,3,9,0.037037037037037035,188,0.011603750055655837
NSW145,PSID361,1,3,3,0.1111111111111111,188,0.011603750055655837
NSW145,PSID112,2,3,1,0.3333333333333333,188,0.011603750055655837
NSW145,PSID153,3,3,1,0.3333333333333333,188,0.011603750055655837
NSW164,PSID140,1,3,19,0.017543859649122806,188,0.011603750055655837
NSW164,PSID226,2,3,16,0.020833333333333332,188,0.011603750055655837
NSW164,PSID157,3,3,15,0.022222222222222223,188,0.011603750055655837
NSW19,PSID412,1,3,7,0.047619047619047616,188,0.011603750055655837
NSW19,PSID159,2,3,8,0.041666666666666664,188,0.011603750055655837
NSW19,PSID110,3,3,7,0.047619047619047616,188,0.011603750055655837
NSW49,PSID333,1,3,6,0.05555555555555555,188,0.011603750055655837
