id,subclass,weight,is_treated
NSW99,NSW99,1.0,True
NSW98,NSW98,1.0,True
NSW97,NSW97,1.0,True
NSW96,NSW96,1.0,True
PSID371,NSW96,0.3333333333333333,False
PSID407,NSW96,0.6666666666666666,False
NSW95,NSW95,1.0,True
NSW94,NSW94,1.0,True
NSW93,NSW93,1.0,True
NSW92,NSW92,1.0,True
NSW91,NSW91,1.0,True
NSW90,NSW90,1.0,True
NSW9,NSW9,1.0,True
PSID234,NSW9,0.3333333333333333,False
PSID330,NSW9,0.3333333333333333,False
NSW89,NSW89,1.0,True
PSID245,NSW89,0.3333333333333333,False
PSID383,NSW89,0.3333333333333333,False
NSW88,NSW88,1.0,True
NSW87,NSW87,1.0,True
PSID225,NSW87,0.3333333333333333,False
NSW86,NSW86,1.0,True
NSW85,NSW85,1.0,True
NSW84,NSW84,1.0,True
NSW83,NSW83,1.0,True
NSW82,NSW82,1.0,True
PSID373,NSW82,1.3333333333333333,False
PSID381,NSW82,1.6666666666666665,False
PSID386,NSW82,1.3333333333333333,False
NSW81,NSW81,1.0,True
NSW80,NSW80,1.0,True
NSW8,NSW8,1.0,True
NSW79,NSW79,1.0,True
NSW78,NSW78,1.0,True
NSW77,NSW77,1.0,True
NSW76,NSW76,1.0,True
NSW75,NSW75,1.0,True
NSW74,NSW74,1.0,True
NSW73,NSW73,1.0,True
NSW72,NSW72,1.0,True
NSW71,NSW71,1.0,True
NSW70,NSW70,1.0,True
NSW7,NSW7,1.0,True
NSW69,NSW69,1.0,True
PSID238,NSW69,0.3333333333333333,False
PSID354,NSW69,0.6666666666666666,False
PSID428,NSW69,1.3333333333333333,False
NSW68,NSW68,1.0,True
PSID247,NSW68,0.3333333333333333,False
PSID252,NSW68,0.3333333333333333,False
PSID414,NSW68,0.3333333333333333,False
NSW67,NSW67,1.0,True
NSW66,NSW66,1.0,True
NSW65,NSW65,1.0,True
PSID400,NSW65,4.999999999999999,False
NSW64,NSW64,1.0,True
NSW63,NSW63,1.0,True
NSW62,NSW62,1.0,True
NSW61,NSW61,1.0,True
NSW60,NSW60,1.0,True
PSID258,NSW60,0.6666666666666666,False
PSID342,NSW60,0.6666666666666666,False
PSID353,NSW60,0.3333333333333333,False
NSW6,NSW6,1.0,True
NSW59,NSW59,1.0,True
PSID380,NSW59,0.3333333333333333,False
NSW58,NSW58,1.0,True
PSID420,NSW58,0.3333333333333333,False
NSW57,NSW57,1.0,True
NSW56,NSW56,1.0,True
NSW55,NSW55,1.0,True
NSW54,NSW54,1.0,True
NSW53,NSW53,1.0,True
PSID374,NSW53,1.3333333333333333,False
PSID389,NSW53,1.3333333333333333,False
NSW52,NSW52,1.0,True
NSW51,NSW51,1.0,True
NSW50,NSW50,1.0,True
NSW5,NSW5,1.0,True
PSID226,NSW5,5.666666666666665,False
NSW49,NSW49,1.0,True
NSW48,NSW48,1.0,True
PSID266,NSW48,1.3333333333333333,False
PSID268,NSW48,1.0,False
PSID370,NSW48,0.6666666666666666,False
NSW47,NSW47,1.0,True
NSW46,NSW46,1.0,True
NSW45,NSW45,1.0,True
PSID388,NSW45,1.3333333333333333,False
PSID411,NSW45,1.3333333333333333,False
NSW44,NSW44,1.0,True
PSID255,NSW44,0.3333333333333333,False
NSW43,NSW43,1.0,True
PSID376,NSW43,1.3333333333333333,False
NSW42,NSW42,1.0,True
PSID237,NSW42,0.6666666666666666,False
PSID369,NSW42,0.3333333333333333,False
PSID402,NSW42,0.3333333333333333,False
NSW41,NSW41,1.0,True
NSW40,NSW40,1.0,True
NSW4,NSW4,1.0,True
NSW39,NSW39,1.0,True
PSID375,NSW39,0.6666666666666666,False
PSID408,NSW39,0.6666666666666666,False
NSW38,NSW38,1.0,True
PSID260,NSW38,0.6666666666666666,False
PSID293,NSW38,1.0,False
PSID331,NSW38,1.0,False
NSW37,NSW37,1.0,True
PSID228,NSW37,1.0,False
NSW36,NSW36,1.0,True
PSID189,NSW36,1.6666666666666665,False
PSID416,NSW36,1.6666666666666665,False
NSW35,NSW35,1.0,True
NSW34,NSW34,1.0,True
NSW33,NSW33,1.0,True
NSW32,NSW32,1.0,True
PSID326,NSW32,2.6666666666666665,False
PSID387,NSW32,0.3333333333333333,False
PSID419,NSW32,0.6666666666666666,False
NSW31,NSW31,1.0,True
NSW30,NSW30,1.0,True
NSW3,NSW3,1.0,True
NSW29,NSW29,1.0,True
PSID367,NSW29,2.6666666666666665,False
PSID392,NSW29,1.6666666666666665,False
PSID401,NSW29,1.6666666666666665,False
NSW28,NSW28,1.0,True
PSID199,NSW28,0.6666666666666666,False
PSID265,NSW28,1.3333333333333333,False
PSID339,NSW28,1.3333333333333333,False
NSW27,NSW27,1.0,True
NSW26,NSW26,1.0,True
NSW25,NSW25,1.0,True
NSW24,NSW24,1.0,True
NSW23,NSW23,1.0,True
PSID111,NSW23,0.3333333333333333,False
PSID200,NSW23,0.3333333333333333,False
PSID224,NSW23,0.3333333333333333,False
NSW22,NSW22,1.0,True
PSID242,NSW22,0.6666666666666666,False
PSID361,NSW22,0.6666666666666666,False
PSID395,NSW22,0.6666666666666666,False
NSW21,NSW21,1.0,True
NSW20,NSW20,1.0,True
PSID269,NSW20,5.999999999999998,False
PSID352,NSW20,6.333333333333331,False
PSID399,NSW20,5.666666666666665,False
NSW2,NSW2,1.0,True
PSID341,NSW2,0.3333333333333333,False
NSW19,NSW19,1.0,True
PSID412,NSW19,1.0,False
